;name;distance;dist_change;power;accuracy;complexity;stam_cost;time_cost;qi_cost;features;functions;tier;freq
9728;Expert Shocking Power Palm;2;0;29;31;1;28;38;40;{'shocking', 'expert', 'power', 'palm'};['do_strength_based_dam', 'do_shock_move'];8;4
9729;Ultimate Shocking Power Palm;2;0;30;32;1;30;36;45;{'shocking', 'ultimate', 'power', 'palm'};['do_strength_based_dam', 'do_shock_move'];9;4
9730;Shocking Trick Palm;2;0;24;26;1;19;48;20;{'shocking', 'trick', 'palm'};['do_agility_based_dam', 'do_shock_move'];4;4
9731;Skillful Shocking Trick Palm;2;0;25;27;1;23;46;25;{'shocking', 'skillful', 'trick', 'palm'};['do_agility_based_dam', 'do_shock_move'];5;4
9732;Superior Shocking Trick Palm;2;0;26;29;1;25;43;30;{'shocking', 'trick', 'superior', 'palm'};['do_agility_based_dam', 'do_shock_move'];6;4
9733;Advanced Shocking Trick Palm;2;0;28;30;1;27;41;35;{'advanced', 'shocking', 'trick', 'palm'};['do_agility_based_dam', 'do_shock_move'];7;4
9734;Expert Shocking Trick Palm;2;0;29;31;1;28;38;40;{'shocking', 'expert', 'trick', 'palm'};['do_agility_based_dam', 'do_shock_move'];8;4
9735;Ultimate Shocking Trick Palm;2;0;30;32;1;30;36;45;{'shocking', 'trick', 'ultimate', 'palm'};['do_agility_based_dam', 'do_shock_move'];9;4
9736;Shocking Lightning Palm;2;0;24;26;1;19;48;20;{'shocking', 'lightning', 'palm'};['do_speed_based_dam', 'do_shock_move'];4;4
9737;Skillful Shocking Lightning Palm;2;0;25;27;1;23;46;25;{'shocking', 'skillful', 'lightning', 'palm'};['do_speed_based_dam', 'do_shock_move'];5;4
9738;Superior Shocking Lightning Palm;2;0;26;29;1;25;43;30;{'shocking', 'superior', 'lightning', 'palm'};['do_speed_based_dam', 'do_shock_move'];6;4
9739;Advanced Shocking Lightning Palm;2;0;28;30;1;27;41;35;{'shocking', 'advanced', 'lightning', 'palm'};['do_speed_based_dam', 'do_shock_move'];7;4
9740;Expert Shocking Lightning Palm;2;0;29;31;1;28;38;40;{'shocking', 'expert', 'lightning', 'palm'};['do_speed_based_dam', 'do_shock_move'];8;4
9741;Ultimate Shocking Lightning Palm;2;0;30;32;1;30;36;45;{'shocking', 'ultimate', 'lightning', 'palm'};['do_speed_based_dam', 'do_shock_move'];9;4
9742;Shocking Energy Palm;2;0;24;26;1;19;48;20;{'shocking', 'energy', 'palm'};['do_qi_based_dam', 'do_shock_move'];4;4
9743;Skillful Shocking Energy Palm;2;0;25;27;1;23;46;25;{'shocking', 'skillful', 'energy', 'palm'};['do_qi_based_dam', 'do_shock_move'];5;4
9744;Superior Shocking Energy Palm;2;0;26;29;1;25;43;30;{'shocking', 'superior', 'energy', 'palm'};['do_qi_based_dam', 'do_shock_move'];6;4
9745;Advanced Shocking Energy Palm;2;0;28;30;1;27;41;35;{'shocking', 'advanced', 'energy', 'palm'};['do_qi_based_dam', 'do_shock_move'];7;4
9746;Expert Shocking Energy Palm;2;0;29;31;1;28;38;40;{'shocking', 'expert', 'energy', 'palm'};['do_qi_based_dam', 'do_shock_move'];8;4
9747;Ultimate Shocking Energy Palm;2;0;30;32;1;30;36;45;{'shocking', 'ultimate', 'energy', 'palm'};['do_qi_based_dam', 'do_shock_move'];9;4
9748;Shocking Solar Palm;2;0;24;26;1;19;48;20;{'solar', 'shocking', 'palm'};['do_stam_dam', 'do_shock_move'];4;4
9749;Skillful Shocking Solar Palm;2;0;25;27;1;23;46;25;{'solar', 'shocking', 'skillful', 'palm'};['do_stam_dam', 'do_shock_move'];5;4
9750;Superior Shocking Solar Palm;2;0;26;29;1;25;43;30;{'solar', 'shocking', 'superior', 'palm'};['do_stam_dam', 'do_shock_move'];6;4
9751;Advanced Shocking Solar Palm;2;0;28;30;1;27;41;35;{'solar', 'shocking', 'advanced', 'palm'};['do_stam_dam', 'do_shock_move'];7;4
9752;Expert Shocking Solar Palm;2;0;29;31;1;28;38;40;{'solar', 'shocking', 'expert', 'palm'};['do_stam_dam', 'do_shock_move'];8;4
9753;Ultimate Shocking Solar Palm;2;0;30;32;1;30;36;45;{'solar', 'shocking', 'ultimate', 'palm'};['do_stam_dam', 'do_shock_move'];9;4
9754;Shocking Nerve Palm;2;0;24;26;1;19;48;20;{'shocking', 'nerve', 'palm'};['do_mob_dam', 'do_shock_move'];4;4
9755;Skillful Shocking Nerve Palm;2;0;25;27;1;23;46;25;{'shocking', 'skillful', 'nerve', 'palm'};['do_mob_dam', 'do_shock_move'];5;4
9756;Superior Shocking Nerve Palm;2;0;26;29;1;25;43;30;{'shocking', 'nerve', 'superior', 'palm'};['do_mob_dam', 'do_shock_move'];6;4
9757;Advanced Shocking Nerve Palm;2;0;28;30;1;27;41;35;{'shocking', 'nerve', 'advanced', 'palm'};['do_mob_dam', 'do_shock_move'];7;4
9758;Expert Shocking Nerve Palm;2;0;29;31;1;28;38;40;{'shocking', 'expert', 'nerve', 'palm'};['do_mob_dam', 'do_shock_move'];8;4
9759;Ultimate Shocking Nerve Palm;2;0;30;32;1;30;36;45;{'shocking', 'nerve', 'ultimate', 'palm'};['do_mob_dam', 'do_shock_move'];9;4
9760;Shocking Slashing Palm;2;0;24;26;1;19;48;20;{'shocking', 'slashing', 'palm'};['cause_bleeding', 'do_shock_move'];4;2
9761;Skillful Shocking Slashing Palm;2;0;25;27;1;23;46;25;{'shocking', 'skillful', 'slashing', 'palm'};['cause_bleeding', 'do_shock_move'];5;2
9762;Superior Shocking Slashing Palm;2;0;26;29;1;25;43;30;{'shocking', 'slashing', 'superior', 'palm'};['cause_bleeding', 'do_shock_move'];6;2
9763;Advanced Shocking Slashing Palm;2;0;28;30;1;27;41;35;{'shocking', 'slashing', 'advanced', 'palm'};['cause_bleeding', 'do_shock_move'];7;2
9764;Expert Shocking Slashing Palm;2;0;29;31;1;28;38;40;{'shocking', 'expert', 'slashing', 'palm'};['cause_bleeding', 'do_shock_move'];8;2
9765;Ultimate Shocking Slashing Palm;2;0;30;32;1;30;36;45;{'shocking', 'slashing', 'ultimate', 'palm'};['cause_bleeding', 'do_shock_move'];9;2
9766;Shocking Drunken Palm;2;0;24;26;2;19;48;15;{'shocking', 'drunken', 'palm'};['cause_off_balance', 'do_shock_move'];3;4
9767;Skillful Shocking Drunken Palm;2;0;25;27;2;23;46;20;{'shocking', 'skillful', 'drunken', 'palm'};['cause_off_balance', 'do_shock_move'];4;4
9768;Superior Shocking Drunken Palm;2;0;26;29;2;25;43;25;{'shocking', 'drunken', 'superior', 'palm'};['cause_off_balance', 'do_shock_move'];5;4
9769;Advanced Shocking Drunken Palm;2;0;28;30;2;27;41;30;{'advanced', 'shocking', 'drunken', 'palm'};['cause_off_balance', 'do_shock_move'];6;4
9770;Expert Shocking Drunken Palm;2;0;29;31;2;28;38;35;{'shocking', 'expert', 'drunken', 'palm'};['cause_off_balance', 'do_shock_move'];7;4
9771;Ultimate Shocking Drunken Palm;2;0;30;32;2;30;36;40;{'shocking', 'drunken', 'ultimate', 'palm'};['cause_off_balance', 'do_shock_move'];8;4
9772;Debilitating Drunken Palm;2;0;24;26;2;19;48;25;{'debilitating', 'drunken', 'palm'};['cause_off_balance', 'do_shock_move', 'do_stam_dam', 'do_mob_dam'];5;3
9773;Skillful Debilitating Drunken Palm;2;0;25;27;2;23;46;30;{'debilitating', 'skillful', 'drunken', 'palm'};['cause_off_balance', 'do_shock_move', 'do_stam_dam', 'do_mob_dam'];6;3
9774;Superior Debilitating Drunken Palm;2;0;26;29;2;25;43;35;{'debilitating', 'drunken', 'superior', 'palm'};['cause_off_balance', 'do_shock_move', 'do_stam_dam', 'do_mob_dam'];7;3
9775;Advanced Debilitating Drunken Palm;2;0;28;30;2;27;41;40;{'debilitating', 'advanced', 'drunken', 'palm'};['cause_off_balance', 'do_shock_move', 'do_stam_dam', 'do_mob_dam'];8;3
9776;Expert Debilitating Drunken Palm;2;0;29;31;2;28;38;45;{'debilitating', 'expert', 'drunken', 'palm'};['cause_off_balance', 'do_shock_move', 'do_stam_dam', 'do_mob_dam'];9;3
9777;Ultimate Debilitating Drunken Palm;2;0;30;32;2;30;36;50;{'debilitating', 'ultimate', 'drunken', 'palm'};['cause_off_balance', 'do_shock_move', 'do_stam_dam', 'do_mob_dam'];10;3
9778;Lethal Palm;2;0;24;26;1;19;48;30;{'lethal', 'palm'};['try_insta_ko'];6;2
9779;Skillful Lethal Palm;2;0;25;27;1;23;46;35;{'lethal', 'skillful', 'palm'};['try_insta_ko'];7;2
9780;Superior Lethal Palm;2;0;26;29;1;25;43;40;{'lethal', 'superior', 'palm'};['try_insta_ko'];8;2
9781;Advanced Lethal Palm;2;0;28;30;1;27;41;45;{'lethal', 'advanced', 'palm'};['try_insta_ko'];9;2
9782;Expert Lethal Palm;2;0;29;31;1;28;38;50;{'lethal', 'expert', 'palm'};['try_insta_ko'];10;2
9783;Ultimate Lethal Palm;2;0;30;32;1;30;36;55;{'ultimate', 'lethal', 'palm'};['try_insta_ko'];11;2
9784;Lethal Long Palm;3;0;24;26;1;19;48;35;{'long', 'lethal', 'palm'};['try_insta_ko'];7;1
9785;Skillful Lethal Long Palm;3;0;25;27;1;23;46;40;{'long', 'lethal', 'skillful', 'palm'};['try_insta_ko'];8;1
9786;Superior Lethal Long Palm;3;0;26;29;1;25;43;45;{'long', 'lethal', 'superior', 'palm'};['try_insta_ko'];9;1
9787;Advanced Lethal Long Palm;3;0;28;30;1;27;41;50;{'long', 'lethal', 'advanced', 'palm'};['try_insta_ko'];10;1
9788;Expert Lethal Long Palm;3;0;29;31;1;28;38;55;{'long', 'lethal', 'expert', 'palm'};['try_insta_ko'];11;1
9789;Ultimate Lethal Long Palm;3;0;30;32;1;30;36;60;{'long', 'lethal', 'ultimate', 'palm'};['try_insta_ko'];12;1
9790;Lethal Ultra Long Palm;4;0;24;26;1;19;48;45;{'lethal', 'ultra long', 'palm'};['try_insta_ko'];9;1
9791;Skillful Lethal Ultra Long Palm;4;0;25;27;1;23;46;50;{'lethal', 'skillful', 'ultra long', 'palm'};['try_insta_ko'];10;1
9792;Superior Lethal Ultra Long Palm;4;0;26;29;1;25;43;55;{'lethal', 'ultra long', 'superior', 'palm'};['try_insta_ko'];11;1
9793;Advanced Lethal Ultra Long Palm;4;0;28;30;1;27;41;60;{'advanced', 'lethal', 'ultra long', 'palm'};['try_insta_ko'];12;1
9794;Expert Lethal Ultra Long Palm;4;0;29;31;1;28;38;65;{'lethal', 'ultra long', 'expert', 'palm'};['try_insta_ko'];13;1
9795;Ultimate Lethal Ultra Long Palm;4;0;30;32;1;30;36;70;{'ultimate', 'lethal', 'ultra long', 'palm'};['try_insta_ko'];14;1
9796;Lethal Short Palm;1;0;24;26;1;19;48;35;{'lethal', 'short', 'palm'};['try_insta_ko'];7;1
9797;Skillful Lethal Short Palm;1;0;25;27;1;23;46;40;{'lethal', 'skillful', 'short', 'palm'};['try_insta_ko'];8;1
9798;Superior Lethal Short Palm;1;0;26;29;1;25;43;45;{'lethal', 'superior', 'short', 'palm'};['try_insta_ko'];9;1
9799;Advanced Lethal Short Palm;1;0;28;30;1;27;41;50;{'lethal', 'advanced', 'short', 'palm'};['try_insta_ko'];10;1
9800;Expert Lethal Short Palm;1;0;29;31;1;28;38;55;{'expert', 'lethal', 'short', 'palm'};['try_insta_ko'];11;1
9801;Ultimate Lethal Short Palm;1;0;30;32;1;30;36;60;{'ultimate', 'lethal', 'short', 'palm'};['try_insta_ko'];12;1
9802;Lethal Charging Palm;2;-1;24;26;1;21;58;35;{'charging', 'lethal', 'palm'};['try_insta_ko'];7;1
9803;Skillful Lethal Charging Palm;2;-1;25;27;1;25;55;40;{'charging', 'lethal', 'skillful', 'palm'};['try_insta_ko'];8;1
9804;Superior Lethal Charging Palm;2;-1;26;29;1;27;52;45;{'charging', 'lethal', 'superior', 'palm'};['try_insta_ko'];9;1
9805;Advanced Lethal Charging Palm;2;-1;28;30;1;29;49;50;{'charging', 'lethal', 'advanced', 'palm'};['try_insta_ko'];10;1
9806;Expert Lethal Charging Palm;2;-1;29;31;1;32;46;55;{'charging', 'lethal', 'expert', 'palm'};['try_insta_ko'];11;1
9807;Ultimate Lethal Charging Palm;2;-1;30;32;1;34;44;60;{'charging', 'lethal', 'ultimate', 'palm'};['try_insta_ko'];12;1
9808;Lethal Retreating Palm;2;1;24;26;1;22;60;35;{'lethal', 'retreating', 'palm'};['try_insta_ko'];7;1
9809;Skillful Lethal Retreating Palm;2;1;25;27;1;26;57;40;{'lethal', 'skillful', 'retreating', 'palm'};['try_insta_ko'];8;1
9810;Superior Lethal Retreating Palm;2;1;26;29;1;29;54;45;{'lethal', 'superior', 'retreating', 'palm'};['try_insta_ko'];9;1
9811;Advanced Lethal Retreating Palm;2;1;28;30;1;31;51;50;{'lethal', 'advanced', 'retreating', 'palm'};['try_insta_ko'];10;1
9812;Expert Lethal Retreating Palm;2;1;29;31;1;33;48;55;{'expert', 'lethal', 'retreating', 'palm'};['try_insta_ko'];11;1
9813;Ultimate Lethal Retreating Palm;2;1;30;32;1;35;45;60;{'ultimate', 'lethal', 'retreating', 'palm'};['try_insta_ko'];12;1
9814;Lethal Onslaught Palm;4;-2;24;26;2;23;67;40;{'onslaught', 'lethal', 'palm'};['try_insta_ko'];8;1
9815;Skillful Lethal Onslaught Palm;4;-2;25;27;2;28;64;45;{'onslaught', 'lethal', 'skillful', 'palm'};['try_insta_ko'];9;1
9816;Superior Lethal Onslaught Palm;4;-2;26;29;2;30;60;50;{'onslaught', 'lethal', 'superior', 'palm'};['try_insta_ko'];10;1
9817;Advanced Lethal Onslaught Palm;4;-2;28;30;2;32;57;55;{'onslaught', 'lethal', 'advanced', 'palm'};['try_insta_ko'];11;1
9818;Expert Lethal Onslaught Palm;4;-2;29;31;2;34;54;60;{'onslaught', 'lethal', 'expert', 'palm'};['try_insta_ko'];12;1
9819;Ultimate Lethal Onslaught Palm;4;-2;30;32;2;37;50;65;{'onslaught', 'lethal', 'ultimate', 'palm'};['try_insta_ko'];13;1
9820;Lethal Vanishing Palm;2;2;24;26;2;24;70;40;{'vanishing', 'lethal', 'palm'};['try_insta_ko'];8;1
9821;Skillful Lethal Vanishing Palm;2;2;25;27;2;29;66;45;{'vanishing', 'lethal', 'skillful', 'palm'};['try_insta_ko'];9;1
9822;Superior Lethal Vanishing Palm;2;2;26;29;2;31;63;50;{'vanishing', 'lethal', 'superior', 'palm'};['try_insta_ko'];10;1
9823;Advanced Lethal Vanishing Palm;2;2;28;30;2;34;60;55;{'vanishing', 'lethal', 'advanced', 'palm'};['try_insta_ko'];11;1
9824;Expert Lethal Vanishing Palm;2;2;29;31;2;36;56;60;{'vanishing', 'lethal', 'expert', 'palm'};['try_insta_ko'];12;1
9825;Ultimate Lethal Vanishing Palm;2;2;30;32;2;38;52;65;{'vanishing', 'ultimate', 'lethal', 'palm'};['try_insta_ko'];13;1
9826;Lethal Flying Palm;3;-1;24;26;2;23;48;35;{'flying', 'lethal', 'palm'};['try_insta_ko'];7;1
9827;Skillful Lethal Flying Palm;3;-1;25;27;2;28;46;40;{'flying', 'lethal', 'skillful', 'palm'};['try_insta_ko'];8;1
9828;Superior Lethal Flying Palm;3;-1;26;29;2;30;43;45;{'flying', 'lethal', 'superior', 'palm'};['try_insta_ko'];9;1
9829;Advanced Lethal Flying Palm;3;-1;28;30;2;32;41;50;{'flying', 'lethal', 'advanced', 'palm'};['try_insta_ko'];10;1
9830;Expert Lethal Flying Palm;3;-1;29;31;2;34;38;55;{'flying', 'lethal', 'expert', 'palm'};['try_insta_ko'];11;1
9831;Ultimate Lethal Flying Palm;3;-1;30;32;2;37;36;60;{'ultimate', 'flying', 'lethal', 'palm'};['try_insta_ko'];12;1
9832;Lethal Acrobatic Palm;2;0;24;26;3;24;48;40;{'lethal', 'acrobatic', 'palm'};['do_agility_based_dam', 'do_strength_based_dam', 'try_insta_ko'];8;1
9833;Skillful Lethal Acrobatic Palm;2;0;25;27;3;29;46;45;{'lethal', 'skillful', 'acrobatic', 'palm'};['do_agility_based_dam', 'do_strength_based_dam', 'try_insta_ko'];9;1
9834;Superior Lethal Acrobatic Palm;2;0;26;29;3;31;43;50;{'lethal', 'superior', 'acrobatic', 'palm'};['do_agility_based_dam', 'do_strength_based_dam', 'try_insta_ko'];10;1
9835;Advanced Lethal Acrobatic Palm;2;0;28;30;3;34;41;55;{'lethal', 'advanced', 'acrobatic', 'palm'};['do_agility_based_dam', 'do_strength_based_dam', 'try_insta_ko'];11;1
9836;Expert Lethal Acrobatic Palm;2;0;29;31;3;36;38;60;{'expert', 'lethal', 'acrobatic', 'palm'};['do_agility_based_dam', 'do_strength_based_dam', 'try_insta_ko'];12;1
9837;Ultimate Lethal Acrobatic Palm;2;0;30;32;3;38;36;65;{'ultimate', 'lethal', 'acrobatic', 'palm'};['do_agility_based_dam', 'do_strength_based_dam', 'try_insta_ko'];13;1
9838;Lethal Power Palm;2;0;24;26;1;19;48;40;{'lethal', 'power', 'palm'};['do_strength_based_dam', 'try_insta_ko'];8;2
9839;Skillful Lethal Power Palm;2;0;25;27;1;23;46;45;{'lethal', 'skillful', 'power', 'palm'};['do_strength_based_dam', 'try_insta_ko'];9;2
9840;Superior Lethal Power Palm;2;0;26;29;1;25;43;50;{'lethal', 'superior', 'power', 'palm'};['do_strength_based_dam', 'try_insta_ko'];10;2
9841;Advanced Lethal Power Palm;2;0;28;30;1;27;41;55;{'lethal', 'advanced', 'power', 'palm'};['do_strength_based_dam', 'try_insta_ko'];11;2
9842;Expert Lethal Power Palm;2;0;29;31;1;28;38;60;{'expert', 'lethal', 'power', 'palm'};['do_strength_based_dam', 'try_insta_ko'];12;2
9843;Ultimate Lethal Power Palm;2;0;30;32;1;30;36;65;{'ultimate', 'lethal', 'power', 'palm'};['do_strength_based_dam', 'try_insta_ko'];13;2
9844;Lethal Trick Palm;2;0;24;26;1;19;48;40;{'lethal', 'trick', 'palm'};['do_agility_based_dam', 'try_insta_ko'];8;2
9845;Skillful Lethal Trick Palm;2;0;25;27;1;23;46;45;{'lethal', 'skillful', 'trick', 'palm'};['do_agility_based_dam', 'try_insta_ko'];9;2
9846;Superior Lethal Trick Palm;2;0;26;29;1;25;43;50;{'lethal', 'trick', 'superior', 'palm'};['do_agility_based_dam', 'try_insta_ko'];10;2
9847;Advanced Lethal Trick Palm;2;0;28;30;1;27;41;55;{'advanced', 'lethal', 'trick', 'palm'};['do_agility_based_dam', 'try_insta_ko'];11;2
9848;Expert Lethal Trick Palm;2;0;29;31;1;28;38;60;{'lethal', 'trick', 'expert', 'palm'};['do_agility_based_dam', 'try_insta_ko'];12;2
9849;Ultimate Lethal Trick Palm;2;0;30;32;1;30;36;65;{'ultimate', 'lethal', 'trick', 'palm'};['do_agility_based_dam', 'try_insta_ko'];13;2
9850;Lethal Lightning Palm;2;0;24;26;1;19;48;40;{'lethal', 'lightning', 'palm'};['do_speed_based_dam', 'try_insta_ko'];8;2
9851;Skillful Lethal Lightning Palm;2;0;25;27;1;23;46;45;{'lethal', 'skillful', 'lightning', 'palm'};['do_speed_based_dam', 'try_insta_ko'];9;2
9852;Superior Lethal Lightning Palm;2;0;26;29;1;25;43;50;{'lethal', 'superior', 'lightning', 'palm'};['do_speed_based_dam', 'try_insta_ko'];10;2
9853;Advanced Lethal Lightning Palm;2;0;28;30;1;27;41;55;{'lethal', 'advanced', 'lightning', 'palm'};['do_speed_based_dam', 'try_insta_ko'];11;2
9854;Expert Lethal Lightning Palm;2;0;29;31;1;28;38;60;{'expert', 'lethal', 'lightning', 'palm'};['do_speed_based_dam', 'try_insta_ko'];12;2
9855;Ultimate Lethal Lightning Palm;2;0;30;32;1;30;36;65;{'ultimate', 'lethal', 'lightning', 'palm'};['do_speed_based_dam', 'try_insta_ko'];13;2
9856;Lethal Energy Palm;2;0;24;26;1;19;48;40;{'lethal', 'energy', 'palm'};['do_qi_based_dam', 'try_insta_ko'];8;2
9857;Skillful Lethal Energy Palm;2;0;25;27;1;23;46;45;{'lethal', 'skillful', 'energy', 'palm'};['do_qi_based_dam', 'try_insta_ko'];9;2
9858;Superior Lethal Energy Palm;2;0;26;29;1;25;43;50;{'lethal', 'superior', 'energy', 'palm'};['do_qi_based_dam', 'try_insta_ko'];10;2
9859;Advanced Lethal Energy Palm;2;0;28;30;1;27;41;55;{'lethal', 'advanced', 'energy', 'palm'};['do_qi_based_dam', 'try_insta_ko'];11;2
9860;Expert Lethal Energy Palm;2;0;29;31;1;28;38;60;{'expert', 'lethal', 'energy', 'palm'};['do_qi_based_dam', 'try_insta_ko'];12;2
9861;Ultimate Lethal Energy Palm;2;0;30;32;1;30;36;65;{'ultimate', 'lethal', 'energy', 'palm'};['do_qi_based_dam', 'try_insta_ko'];13;2
9862;Lethal Surprise Palm;2;0;24;26;1;19;48;35;{'surprise', 'lethal', 'palm'};['try_shock_move', 'try_insta_ko'];7;2
9863;Skillful Lethal Surprise Palm;2;0;25;27;1;23;46;40;{'surprise', 'lethal', 'skillful', 'palm'};['try_shock_move', 'try_insta_ko'];8;2
9864;Superior Lethal Surprise Palm;2;0;26;29;1;25;43;45;{'surprise', 'lethal', 'superior', 'palm'};['try_shock_move', 'try_insta_ko'];9;2
9865;Advanced Lethal Surprise Palm;2;0;28;30;1;27;41;50;{'surprise', 'lethal', 'advanced', 'palm'};['try_shock_move', 'try_insta_ko'];10;2
9866;Expert Lethal Surprise Palm;2;0;29;31;1;28;38;55;{'surprise', 'lethal', 'expert', 'palm'};['try_shock_move', 'try_insta_ko'];11;2
9867;Ultimate Lethal Surprise Palm;2;0;30;32;1;30;36;60;{'surprise', 'ultimate', 'lethal', 'palm'};['try_shock_move', 'try_insta_ko'];12;2
9868;Lethal Shocking Palm;2;0;24;26;1;19;48;40;{'shocking', 'lethal', 'palm'};['do_shock_move', 'try_insta_ko'];8;2
9869;Skillful Lethal Shocking Palm;2;0;25;27;1;23;46;45;{'shocking', 'lethal', 'skillful', 'palm'};['do_shock_move', 'try_insta_ko'];9;2
9870;Superior Lethal Shocking Palm;2;0;26;29;1;25;43;50;{'shocking', 'lethal', 'superior', 'palm'};['do_shock_move', 'try_insta_ko'];10;2
9871;Advanced Lethal Shocking Palm;2;0;28;30;1;27;41;55;{'shocking', 'lethal', 'advanced', 'palm'};['do_shock_move', 'try_insta_ko'];11;2
9872;Expert Lethal Shocking Palm;2;0;29;31;1;28;38;60;{'shocking', 'lethal', 'expert', 'palm'};['do_shock_move', 'try_insta_ko'];12;2
9873;Ultimate Lethal Shocking Palm;2;0;30;32;1;30;36;65;{'shocking', 'lethal', 'ultimate', 'palm'};['do_shock_move', 'try_insta_ko'];13;2
9874;Lethal Solar Palm;2;0;24;26;1;19;48;40;{'solar', 'lethal', 'palm'};['do_stam_dam', 'try_insta_ko'];8;2
9875;Skillful Lethal Solar Palm;2;0;25;27;1;23;46;45;{'solar', 'lethal', 'skillful', 'palm'};['do_stam_dam', 'try_insta_ko'];9;2
9876;Superior Lethal Solar Palm;2;0;26;29;1;25;43;50;{'solar', 'lethal', 'superior', 'palm'};['do_stam_dam', 'try_insta_ko'];10;2
9877;Advanced Lethal Solar Palm;2;0;28;30;1;27;41;55;{'solar', 'lethal', 'advanced', 'palm'};['do_stam_dam', 'try_insta_ko'];11;2
9878;Expert Lethal Solar Palm;2;0;29;31;1;28;38;60;{'solar', 'lethal', 'expert', 'palm'};['do_stam_dam', 'try_insta_ko'];12;2
9879;Ultimate Lethal Solar Palm;2;0;30;32;1;30;36;65;{'solar', 'ultimate', 'lethal', 'palm'};['do_stam_dam', 'try_insta_ko'];13;2
9880;Lethal Nerve Palm;2;0;24;26;1;19;48;40;{'lethal', 'nerve', 'palm'};['do_mob_dam', 'try_insta_ko'];8;2
9881;Skillful Lethal Nerve Palm;2;0;25;27;1;23;46;45;{'skillful', 'lethal', 'nerve', 'palm'};['do_mob_dam', 'try_insta_ko'];9;2
9882;Superior Lethal Nerve Palm;2;0;26;29;1;25;43;50;{'lethal', 'nerve', 'superior', 'palm'};['do_mob_dam', 'try_insta_ko'];10;2
9883;Advanced Lethal Nerve Palm;2;0;28;30;1;27;41;55;{'lethal', 'nerve', 'advanced', 'palm'};['do_mob_dam', 'try_insta_ko'];11;2
9884;Expert Lethal Nerve Palm;2;0;29;31;1;28;38;60;{'lethal', 'nerve', 'expert', 'palm'};['do_mob_dam', 'try_insta_ko'];12;2
9885;Ultimate Lethal Nerve Palm;2;0;30;32;1;30;36;65;{'ultimate', 'lethal', 'nerve', 'palm'};['do_mob_dam', 'try_insta_ko'];13;2
9886;Lethal Slashing Palm;2;0;24;26;1;19;48;40;{'lethal', 'slashing', 'palm'};['cause_bleeding', 'try_insta_ko'];8;1
9887;Skillful Lethal Slashing Palm;2;0;25;27;1;23;46;45;{'skillful', 'lethal', 'slashing', 'palm'};['cause_bleeding', 'try_insta_ko'];9;1
9888;Superior Lethal Slashing Palm;2;0;26;29;1;25;43;50;{'lethal', 'slashing', 'superior', 'palm'};['cause_bleeding', 'try_insta_ko'];10;1
9889;Advanced Lethal Slashing Palm;2;0;28;30;1;27;41;55;{'lethal', 'slashing', 'advanced', 'palm'};['cause_bleeding', 'try_insta_ko'];11;1
9890;Expert Lethal Slashing Palm;2;0;29;31;1;28;38;60;{'lethal', 'slashing', 'expert', 'palm'};['cause_bleeding', 'try_insta_ko'];12;1
9891;Ultimate Lethal Slashing Palm;2;0;30;32;1;30;36;65;{'ultimate', 'lethal', 'slashing', 'palm'};['cause_bleeding', 'try_insta_ko'];13;1
9892;Lethal Drunken Palm;2;0;24;26;2;19;48;35;{'lethal', 'drunken', 'palm'};['cause_off_balance', 'try_insta_ko'];7;2
9893;Skillful Lethal Drunken Palm;2;0;25;27;2;23;46;40;{'lethal', 'skillful', 'drunken', 'palm'};['cause_off_balance', 'try_insta_ko'];8;2
9894;Superior Lethal Drunken Palm;2;0;26;29;2;25;43;45;{'lethal', 'drunken', 'superior', 'palm'};['cause_off_balance', 'try_insta_ko'];9;2
9895;Advanced Lethal Drunken Palm;2;0;28;30;2;27;41;50;{'advanced', 'lethal', 'drunken', 'palm'};['cause_off_balance', 'try_insta_ko'];10;2
9896;Expert Lethal Drunken Palm;2;0;29;31;2;28;38;55;{'lethal', 'drunken', 'expert', 'palm'};['cause_off_balance', 'try_insta_ko'];11;2
9897;Ultimate Lethal Drunken Palm;2;0;30;32;2;30;36;60;{'ultimate', 'lethal', 'drunken', 'palm'};['cause_off_balance', 'try_insta_ko'];12;2
9898;Drunken Solar Palm;2;0;24;26;2;19;48;15;{'solar', 'drunken', 'palm'};['do_stam_dam', 'cause_off_balance'];3;4
9899;Skillful Drunken Solar Palm;2;0;25;27;2;23;46;20;{'solar', 'skillful', 'drunken', 'palm'};['do_stam_dam', 'cause_off_balance'];4;4
9900;Superior Drunken Solar Palm;2;0;26;29;2;25;43;25;{'solar', 'drunken', 'superior', 'palm'};['do_stam_dam', 'cause_off_balance'];5;4
9901;Advanced Drunken Solar Palm;2;0;28;30;2;27;41;30;{'solar', 'advanced', 'drunken', 'palm'};['do_stam_dam', 'cause_off_balance'];6;4
9902;Expert Drunken Solar Palm;2;0;29;31;2;28;38;35;{'solar', 'expert', 'drunken', 'palm'};['do_stam_dam', 'cause_off_balance'];7;4
9903;Ultimate Drunken Solar Palm;2;0;30;32;2;30;36;40;{'solar', 'ultimate', 'drunken', 'palm'};['do_stam_dam', 'cause_off_balance'];8;4
9904;Drunken Nerve Palm;2;0;24;26;2;19;48;15;{'nerve', 'drunken', 'palm'};['do_mob_dam', 'cause_off_balance'];3;4
